step,bee,action,claim_slot,claim_flower,battery_pct,load,status
53,0,0,1,-1,57.1,1.67,SILENT
53,1,0,,,57.7,0.00,IDLE-SILENT
53,2,0,1,-1,67.4,0.00,IDLE-SILENT
53,3,0,1,-1,41.9,7.50,SILENT
53,4,0,1,-1,77.4,0.00,IDLE-SILENT
54,0,0,1,-1,57.0,1.67,SILENT
54,1,0,1,-1,57.6,0.00,IDLE-SILENT
54,2,0,,,67.3,0.00,IDLE-SILENT
54,3,0,0,-1,41.8,7.50,SILENT
54,4,0,,,77.3,0.00,IDLE-SILENT
55,0,0,1,-1,56.9,1.67,SILENT
55,1,0,,,57.5,0.00,IDLE-SILENT
55,2,0,1,-1,67.2,0.00,IDLE-SILENT
55,3,0,,,41.7,7.50,SILENT
55,4,0,1,-1,77.2,0.00,IDLE-SILENT
56,0,0,,,56.8,1.67,SILENT
56,1,0,0,-1,57.4,0.00,IDLE-SILENT
56,2,0,,,67.1,0.00,IDLE-SILENT
56,3,0,0,-1,41.6,7.50,SILENT
56,4,0,1,-1,77.1,0.00,IDLE-SILENT
57,0,0,1,-1,56.7,1.67,SILENT
57,1,0,1,-1,57.3,0.00,IDLE-SILENT
57,2,0,0,-1,67.0,0.00,IDLE-SILENT
57,3,0,1,-1,41.5,7.50,SILENT
57,4,0,1,-1,77.0,0.00,IDLE-SILENT
58,0,0,,,56.6,1.67,SILENT
58,1,0,1,-1,57.2,0.00,IDLE-SILENT
58,2,0,1,-1,66.9,0.00,IDLE-SILENT
58,3,0,,,41.4,7.50,SILENT
58,4,0,,,76.9,0.00,IDLE-SILENT
59,0,0,0,9,56.5,1.67,SILENT
59,1,0,,,57.1,0.00,IDLE-SILENT
59,2,0,,,66.8,0.00,IDLE-SILENT
59,3,0,,,41.3,7.50,SILENT
59,4,0,,,76.8,0.00,IDLE-SILENT
60,0,0,1,-1,56.4,1.67,SILENT
60,1,0,0,0,57.0,0.00,IDLE-SILENT
60,2,0,,,66.7,0.00,SILENT,IDLE-SILENT
60,3,0,,,41.2,7.50,SILENT
60,4,0,1,-1,76.7,0.00,IDLE-SILENT
61,0,0,1,-1,56.3,1.67,SILENT
61,1,0,0,-1,56.9,0.00,IDLE-SILENT
61,2,0,0,-1,66.6,0.00,SILENT,IDLE-SILENT
61,3,0,1,-1,41.1,7.50,SILENT
61,4,0,1,-1,76.6,0.00,IDLE-SILENT
62,0,0,,,56.2,1.67,SILENT
62,1,0,1,-1,56.8,0.00,IDLE-SILENT
62,2,0,1,-1,66.5,0.00,SILENT,IDLE-SILENT
62,3,0,0,-1,41.0,7.50,SILENT
62,4,0,1,-1,76.5,0.00,IDLE-SILENT
63,0,0,1,-1,56.1,1.67,SILENT
63,1,0,0,-1,56.7,0.00,IDLE-SILENT
63,2,0,1,-1,66.4,0.00,SILENT,IDLE-SILENT
63,3,0,1,-1,40.9,7.50,SILENT
63,4,0,0,-1,76.4,0.00,IDLE-SILENT
64,0,0,0,-1,56.0,1.67,SILENT
64,1,0,,,56.6,0.00,IDLE-SILENT
64,2,0,1,-1,66.3,0.00,SILENT,IDLE-SILENT
64,3,0,1,-1,40.8,7.50,SILENT
64,4,0,1,-1,76.3,0.00,IDLE-SILENT
65,0,0,0,-1,55.9,1.67,SILENT
65,1,0,1,-1,56.5,0.00,IDLE-SILENT
65,2,0,1,-1,66.2,0.00,SILENT,IDLE-SILENT
65,3,0,,,40.7,7.50,SILENT
65,4,0,1,-1,76.2,0.00,IDLE-SILENT
66,0,0,,,55.8,1.67,SILENT
66,1,0,0,-1,56.4,0.00,IDLE-SILENT
66,2,0,0,-1,66.1,0.00,SILENT,IDLE-SILENT
66,3,0,,,40.6,7.50,SILENT
66,4,0,1,-1,76.1,0.00,IDLE-SILENT
67,0,0,0,-1,55.7,1.67,SILENT
67,1,0,0,-1,56.3,0.00,IDLE-SILENT
67,2,0,0,-1,66.0,0.00,SILENT,IDLE-SILENT
67,3,0,1,-1,40.5,7.50,SILENT
67,4,0,,,76.0,0.00,IDLE-SILENT
68,0,0,,,55.6,1.67,SILENT
68,1,0,1,-1,56.2,0.00,IDLE-SILENT
68,2,0,1,-1,65.9,0.00,SILENT,IDLE-SILENT
68,3,0,,,40.4,7.50,SILENT
68,4,0,,,75.9,0.00,IDLE-SILENT
69,0,0,0,-1,55.5,1.67,SILENT
69,1,0,1,-1,56.1,0.00,IDLE-SILENT
69,2,0,1,-1,65.8,0.00,SILENT,IDLE-SILENT
69,3,0,,,40.3,7.50,SILENT
69,4,0,0,-1,75.8,0.00,IDLE-SILENT
70,0,0,,,55.4,1.67,SILENT
70,1,1,,,56.0,2.50,OK
70,2,0,1,-1,65.7,0.00,SILENT,IDLE-SILENT
70,3,0,1,-1,40.2,7.50,SILENT
70,4,0,1,-1,75.7,0.00,IDLE-SILENT
71,0,0,,,55.3,1.67,SILENT
71,1,0,0,-1,55.9,2.50,OK
71,2,0,,,65.6,0.00,SILENT,IDLE-SILENT
71,3,0,1,-1,40.1,7.50,SILENT
71,4,0,1,-1,75.6,0.00,IDLE-SILENT
72,0,0,0,-1,55.2,1.67,SILENT
72,1,0,0,-1,55.8,2.50,OK
72,2,0,1,-1,65.5,0.00,SILENT,IDLE-SILENT
72,3,0,,,40.0,7.50,SILENT
72,4,0,,,75.5,0.00,IDLE-SILENT
73,0,0,0,-1,55.1,1.67,SILENT
73,1,0,1,-1,55.7,2.50,OK
73,2,0,0,-1,65.4,0.00,SILENT,IDLE-SILENT
73,3,0,,,39.9,7.50,SILENT
73,4,0,,,75.4,0.00,IDLE-SILENT
74,0,0,,,55.0,1.67,SILENT
74,1,0,0,-1,55.6,2.50,OK
74,2,0,1,-1,65.3,0.00,SILENT,IDLE-SILENT
74,3,0,0,-1,39.8,7.50,SILENT
74,4,0,1,-1,75.3,0.00,IDLE-SILENT
75,0,0,1,-1,54.9,1.67,SILENT
75,1,0,,,55.5,2.50,OK
75,2,0,,,65.2,0.00,SILENT,IDLE-SILENT
75,3,0,0,-1,39.7,7.50,SILENT
75,4,0,1,-1,75.2,0.00,SILENT,IDLE-SILENT
76,0,0,0,-1,54.8,1.67,SILENT
76,1,0,1,-1,55.4,2.50,OK
76,2,0,1,-1,65.1,0.00,SILENT,IDLE-SILENT
76,3,0,1,-1,39.6,7.50,SILENT
76,4,0,1,-1,75.1,0.00,SILENT,IDLE-SILENT
77,0,0,0,-1,54.7,1.67,SILENT
77,1,0,1,-1,55.3,2.50,OK
77,2,0,0,-1,65.0,0.00,SILENT,IDLE-SILENT
77,3,0,,,39.5,7.50,SILENT
77,4,0,1,-1,75.0,0.00,SILENT,IDLE-SILENT
78,0,0,1,-1,54.6,1.67,SILENT
78,1,1,,,55.2,8.33,OK
78,2,0,0,-1,64.9,0.00,SILENT,IDLE-SILENT
78,3,0,1,-1,39.4,7.50,SILENT
78,4,0,1,-1,74.9,0.00,SILENT,IDLE-SILENT
79,0,0,,,54.5,1.67,SILENT
79,1,0,,,55.1,8.33,OK
79,2,0,1,-1,64.8,0.00,SILENT,IDLE-SILENT
79,3,0,,,39.3,7.50,SILENT
79,4,0,1,-1,74.8,0.00,SILENT,IDLE-SILENT
80,0,0,1,-1,54.4,1.67,SILENT
80,1,0,,,55.0,8.33,OK
80,2,0,1,-1,64.7,0.00,SILENT,IDLE-SILENT
80,3,0,,,39.2,7.50,SILENT
80,4,0,,,74.7,0.00,SILENT,IDLE-SILENT
81,0,0,,,54.3,1.67,SILENT
81,1,2,,,54.9,0.00,IDLE-SILENT
81,2,0,0,-1,64.6,0.00,SILENT,IDLE-SILENT
81,3,0,0,-1,39.1,7.50,SILENT
81,4,0,,,74.6,0.00,SILENT,IDLE-SILENT
82,0,0,1,-1,54.2,1.67,SILENT
82,1,1,,,54.8,6.67,OK
82,2,0,1,-1,64.5,0.00,SILENT,IDLE-SILENT
82,3,0,0,-1,39.0,7.50,SILENT
82,4,0,1,-1,74.5,0.00,SILENT,IDLE-SILENT
83,0,0,,,54.1,1.67,SILENT
83,1,0,1,-1,54.7,6.67,OK
83,2,0,1,-1,64.4,0.00,SILENT,IDLE-SILENT
83,3,0,0,-1,38.9,7.50,SILENT
83,4,0,,,74.4,0.00,SILENT,IDLE-SILENT
84,0,0,1,-1,54.0,1.67,SILENT
84,1,0,,,54.6,6.67,OK
84,2,0,1,-1,64.3,0.00,SILENT,IDLE-SILENT
84,3,0,0,-1,38.8,7.50,SILENT
84,4,0,1,-1,74.3,0.00,SILENT,IDLE-SILENT
85,0,0,,,53.9,1.67,SILENT
85,1,0,0,-1,54.5,6.67,OK
85,2,0,0,-1,64.2,0.00,SILENT,IDLE-SILENT
85,3,0,0,-1,38.7,7.50,SILENT
85,4,0,0,-1,74.2,0.00,SILENT,IDLE-SILENT
86,0,0,,,53.8,1.67,SILENT
86,1,0,0,-1,54.4,6.67,OK
86,2,0,0,-1,64.1,0.00,SILENT,IDLE-SILENT
86,3,0,,,38.6,7.50,SILENT
86,4,0,1,-1,74.1,0.00,SILENT,IDLE-SILENT
87,0,0,,,53.7,1.67,SILENT
87,1,0,1,-1,54.3,6.67,OK
87,2,0,0,-1,64.0,0.00,SILENT,IDLE-SILENT
87,3,0,,,38.5,7.50,SILENT
87,4,0,1,-1,74.0,0.00,SILENT,IDLE-SILENT
88,0,0,,,53.6,1.67,SILENT
88,1,0,1,-1,54.2,6.67,OK
88,2,0,0,-1,63.9,0.00,SILENT,IDLE-SILENT
88,3,0,,,38.4,7.50,SILENT
88,4,0,,,73.9,0.00,SILENT,IDLE-SILENT
89,0,0,1,-1,53.5,1.67,SILENT
89,1,0,0,-1,54.1,6.67,OK
89,2,0,,,63.8,0.00,SILENT,IDLE-SILENT
89,3,0,,,38.3,7.50,SILENT
89,4,0,,,73.8,0.00,SILENT,IDLE-SILENT
90,0,0,,,53.4,1.67,SILENT
90,1,0,0,-1,54.0,6.67,OK
90,2,0,0,-1,63.7,0.00,SILENT,IDLE-SILENT
90,3,0,0,-1,38.2,7.50,SILENT
90,4,0,0,-1,73.7,0.00,SILENT,IDLE-SILENT
91,0,0,0,-1,53.3,1.67,SILENT
91,1,0,,,53.9,6.67,OK
91,2,0,1,-1,63.6,0.00,SILENT,IDLE-SILENT
91,3,0,,,38.1,7.50,SILENT
91,4,0,1,-1,73.6,0.00,SILENT,IDLE-SILENT
92,0,0,0,-1,53.2,1.67,SILENT
92,1,0,0,-1,53.8,6.67,OK
92,2,0,1,-1,63.5,0.00,SILENT,IDLE-SILENT
92,3,0,1,-1,38.0,7.50,SILENT
92,4,0,1,-1,73.5,0.00,SILENT,IDLE-SILENT
93,0,0,1,-1,53.1,1.67,SILENT
93,1,0,0,-1,53.7,6.67,OK
93,2,0,1,-1,63.4,0.00,SILENT,IDLE-SILENT
93,3,0,1,-1,37.9,7.50,SILENT
93,4,0,,,73.4,0.00,SILENT,IDLE-SILENT
94,0,0,,,53.0,1.67,SILENT
94,1,0,0,-1,53.6,6.67,OK
94,2,0,1,-1,63.3,0.00,SILENT,IDLE-SILENT
94,3,0,1,-1,37.8,7.50,SILENT
94,4,0,0,-1,73.3,0.00,SILENT,IDLE-SILENT
95,0,0,,,52.9,1.67,SILENT
95,1,0,1,-1,53.5,6.67,OK
95,2,0,0,-1,63.2,0.00,SILENT,IDLE-SILENT
95,3,0,,,37.7,7.50,SILENT
95,4,0,,,73.2,0.00,SILENT,IDLE-SILENT
96,0,0,0,-1,52.8,1.67,SILENT
96,1,0,0,-1,53.4,6.67,OK
96,2,0,0,-1,63.1,0.00,SILENT,IDLE-SILENT
96,3,0,1,-1,37.6,7.50,SILENT
96,4,0,,,73.1,0.00,SILENT,IDLE-SILENT
97,0,0,,,52.7,1.67,SILENT
97,1,0,0,-1,53.3,6.67,OK
97,2,0,,,63.0,0.00,SILENT,IDLE-SILENT
97,3,0,,,37.5,7.50,SILENT
97,4,0,,,73.0,0.00,SILENT,IDLE-SILENT
98,0,0,,,52.6,1.67,SILENT
98,1,0,,,53.2,6.67,OK
98,2,0,,,62.9,0.00,SILENT,IDLE-SILENT
98,3,0,,,37.4,7.50,SILENT
98,4,0,1,-1,72.9,0.00,SILENT,IDLE-SILENT
99,0,0,0,-1,52.5,1.67,SILENT
99,1,0,,,53.1,6.67,OK
99,2,0,1,-1,62.8,0.00,SILENT,IDLE-SILENT
99,3,0,1,-1,37.3,7.50,SILENT
99,4,0,,,72.8,0.00,SILENT,IDLE-SILENT
100,0,0,,,52.4,1.67,SILENT
100,1,0,0,-1,53.0,6.67,OK
100,2,0,1,-1,62.7,0.00,SILENT,IDLE-SILENT
100,3,0,1,-1,37.2,7.50,SILENT
100,4,0,1,-1,72.7,0.00,SILENT,IDLE-SILENT
101,0,0,0,-1,52.3,1.67,SILENT
101,1,0,,,52.9,6.67,OK
101,2,0,1,-1,62.6,0.00,SILENT,IDLE-SILENT
101,3,0,,,37.1,7.50,SILENT
101,4,0,1,-1,72.6,0.00,SILENT,IDLE-SILENT
102,0,0,0,-1,52.2,1.67,SILENT
102,1,0,1,-1,52.8,6.67,OK
102,2,0,1,-1,62.5,0.00,SILENT,IDLE-SILENT
102,3,0,1,-1,37.0,7.50,SILENT
102,4,0,1,-1,72.5,0.00,SILENT,IDLE-SILENT
103,0,0,0,-1,52.1,1.67,SILENT
103,1,0,,,52.7,6.67,OK
103,2,0,1,-1,62.4,0.00,SILENT,IDLE-SILENT
103,3,0,1,-1,36.9,7.50,SILENT
103,4,0,1,-1,72.4,0.00,SILENT,IDLE-SILENT
104,0,0,,,52.0,1.67,SILENT
104,1,0,,,52.6,6.67,OK
104,2,0,1,-1,62.3,0.00,SILENT,IDLE-SILENT
104,3,0,,,36.8,7.50,SILENT
104,4,0,0,-1,72.3,0.00,SILENT,IDLE-SILENT
105,0,0,1,-1,51.9,1.67,SILENT
105,1,0,1,-1,52.5,6.67,OK
105,2,0,1,-1,62.2,0.00,SILENT,IDLE-SILENT
105,3,0,0,-1,36.7,7.50,SILENT
105,4,0,0,-1,72.2,0.00,SILENT,IDLE-SILENT
106,0,0,0,-1,51.8,1.67,SILENT
106,1,0,,,52.4,6.67,OK
106,2,0,0,-1,62.1,0.00,SILENT,IDLE-SILENT
106,3,0,,,36.6,7.50,SILENT
106,4,0,0,-1,72.1,0.00,SILENT,IDLE-SILENT
107,0,0,1,-1,51.7,1.67,SILENT
107,1,0,1,-1,52.3,6.67,OK
107,2,0,1,-1,62.0,0.00,SILENT,IDLE-SILENT
107,3,0,0,-1,36.5,7.50,SILENT
107,4,0,0,-1,72.0,0.00,SILENT,IDLE-SILENT
108,0,0,,,51.6,1.67,SILENT
108,1,0,0,-1,52.2,6.67,OK
108,2,0,0,-1,61.9,0.00,SILENT,IDLE-SILENT
108,3,0,,,36.4,7.50,SILENT
108,4,0,1,-1,71.9,0.00,SILENT,IDLE-SILENT
109,0,0,1,-1,51.5,1.67,SILENT
109,1,0,1,-1,52.1,6.67,OK
109,2,0,0,-1,61.8,0.00,SILENT,IDLE-SILENT
109,3,0,,,36.3,7.50,SILENT
109,4,0,1,-1,71.8,0.00,SILENT,IDLE-SILENT
110,0,0,0,-1,51.4,1.67,SILENT
110,1,0,,,52.0,6.67,OK
110,2,0,1,-1,61.7,0.00,SILENT,IDLE-SILENT
110,3,0,,,36.2,7.50,SILENT
110,4,0,0,-1,71.7,0.00,SILENT,IDLE-SILENT
111,0,0,,,51.3,1.67,SILENT
111,1,0,,,51.9,6.67,OK
111,2,0,1,-1,61.6,0.00,SILENT,IDLE-SILENT
111,3,0,,,36.1,7.50,SILENT
111,4,0,1,-1,71.6,0.00,SILENT,IDLE-SILENT
112,0,0,,,51.2,1.67,SILENT
112,1,0,,,51.8,6.67,SILENT
112,2,0,,,61.5,0.00,SILENT,IDLE-SILENT
112,3,0,0,9,36.0,7.50,SILENT
112,4,0,1,-1,71.5,0.00,SILENT,IDLE-SILENT
113,0,0,0,9,51.1,1.67,SILENT
113,1,0,,,51.7,6.67,SILENT
113,2,0,1,-1,61.4,0.00,SILENT,IDLE-SILENT
113,3,0,,,35.9,7.50,SILENT
113,4,0,1,-1,71.4,0.00,SILENT,IDLE-SILENT
114,0,0,,,51.0,1.67,SILENT
114,1,0,1,-1,51.6,6.67,SILENT
114,2,0,0,9,61.3,0.00,SILENT,IDLE-SILENT
114,3,0,1,-1,35.8,7.50,SILENT
114,4,0,,,71.3,0.00,SILENT,IDLE-SILENT
115,0,0,,,50.9,1.67,SILENT
115,1,0,,,51.5,6.67,SILENT
115,2,0,1,-1,61.2,0.00,SILENT,IDLE-SILENT
115,3,0,0,9,35.7,7.50,SILENT
115,4,0,1,-1,71.2,0.00,SILENT,IDLE-SILENT
116,0,0,0,9,50.8,1.67,SILENT
116,1,0,0,9,51.4,6.67,SILENT
116,2,0,1,-1,61.1,0.00,SILENT,IDLE-SILENT
116,3,0,,,35.6,7.50,SILENT
116,4,0,0,9,71.1,0.00,SILENT,IDLE-SILENT
117,0,0,,,50.7,1.67,SILENT
117,1,0,,,51.3,6.67,SILENT
117,2,0,,,61.0,0.00,SILENT,IDLE-SILENT
117,3,0,1,-1,35.5,7.50,SILENT
117,4,0,1,-1,71.0,0.00,SILENT,IDLE-SILENT
118,0,0,,,50.6,1.67,SILENT
118,1,0,1,-1,51.2,6.67,SILENT
118,2,0,1,-1,60.9,0.00,SILENT,IDLE-SILENT
118,3,0,,,35.4,7.50,SILENT
118,4,0,,,70.9,0.00,SILENT,IDLE-SILENT
119,0,0,,,50.5,1.67,SILENT
119,1,0,0,9,51.1,6.67,SILENT
119,2,0,0,9,60.8,0.00,SILENT,IDLE-SILENT
119,3,0,,,35.3,7.50,SILENT
119,4,0,0,9,70.8,0.00,SILENT,IDLE-SILENT
120,0,0,0,9,50.4,1.67,SILENT
120,1,0,1,-1,51.0,6.67,SILENT
120,2,0,0,9,60.7,0.00,SILENT,IDLE-SILENT
120,3,0,,,35.2,7.50,SILENT
120,4,0,,,70.7,0.00,SILENT,IDLE-SILENT
121,0,0,,,50.3,1.67,SILENT
121,1,0,,,50.9,6.67,SILENT
121,2,0,0,9,60.6,0.00,SILENT,IDLE-SILENT
121,3,0,0,9,35.1,7.50,SILENT
121,4,0,1,-1,70.6,0.00,SILENT,IDLE-SILENT
122,0,0,,,50.2,1.67,SILENT
122,1,0,1,-1,50.8,6.67,SILENT
122,2,0,1,-1,60.5,0.00,SILENT,IDLE-SILENT
122,3,0,0,9,35.0,7.50,SILENT
122,4,0,1,-1,70.5,0.00,SILENT,IDLE-SILENT
123,0,0,,,50.1,1.67,SILENT
123,1,0,1,-1,50.7,6.67,SILENT
123,2,0,0,9,60.4,0.00,SILENT,IDLE-SILENT
123,3,0,0,9,34.9,7.50,SILENT
123,4,0,1,-1,70.4,0.00,SILENT,IDLE-SILENT
124,0,0,0,9,50.0,1.67,SILENT
124,1,0,0,9,50.6,6.67,SILENT
124,2,0,0,9,60.3,0.00,SILENT,IDLE-SILENT
124,3,0,1,-1,34.8,7.50,SILENT
124,4,0,1,-1,70.3,0.00,SILENT,IDLE-SILENT
125,0,0,1,-1,49.9,1.67,SILENT
125,1,0,0,9,50.5,6.67,SILENT
125,2,0,,,60.2,0.00,SILENT,IDLE-SILENT
125,3,0,0,9,34.7,7.50,SILENT
125,4,0,1,-1,70.2,0.00,SILENT,IDLE-SILENT
126,0,0,0,9,49.8,1.67,SILENT
126,1,0,0,9,50.4,6.67,SILENT
126,2,0,1,-1,60.1,0.00,SILENT,IDLE-SILENT
126,3,0,,,34.6,7.50,SILENT
126,4,0,0,9,70.1,0.00,SILENT,IDLE-SILENT
127,0,0,,,49.7,1.67,SILENT
127,1,0,1,-1,50.3,6.67,SILENT
127,2,0,1,-1,60.0,0.00,SILENT,IDLE-SILENT
127,3,0,0,9,34.5,7.50,SILENT
127,4,0,1,-1,70.0,0.00,SILENT,IDLE-SILENT
128,0,0,1,-1,49.6,1.67,SILENT
128,1,0,,,50.2,6.67,SILENT
128,2,0,,,59.9,0.00,SILENT,IDLE-SILENT
128,3,0,,,34.4,7.50,SILENT
128,4,0,,,69.9,0.00,SILENT,IDLE-SILENT
129,0,0,1,-1,49.5,1.67,SILENT
129,1,0,1,-1,50.1,6.67,SILENT
129,2,0,1,-1,59.8,0.00,SILENT,IDLE-SILENT
129,3,0,,,34.3,7.50,SILENT
129,4,0,1,-1,69.8,0.00,SILENT,IDLE-SILENT
130,0,0,,,49.4,1.67,SILENT
130,1,0,0,9,50.0,6.67,SILENT
130,2,0,1,-1,59.7,0.00,SILENT,IDLE-SILENT
130,3,0,,,34.2,7.50,SILENT
130,4,0,0,9,69.7,0.00,SILENT,IDLE-SILENT
131,0,0,,,49.3,1.67,SILENT
131,1,0,1,-1,49.9,6.67,SILENT
131,2,0,,,59.6,0.00,SILENT,IDLE-SILENT
131,3,0,0,9,34.1,7.50,SILENT
131,4,0,,,69.6,0.00,SILENT,IDLE-SILENT
132,0,0,,,49.2,1.67,SILENT
132,1,0,,,49.8,6.67,SILENT
132,2,0,,,59.5,0.00,SILENT,IDLE-SILENT
132,3,0,0,9,34.0,7.50,SILENT
132,4,0,,,69.5,0.00,SILENT,IDLE-SILENT
133,0,0,0,9,49.1,1.67,SILENT
133,1,0,0,9,49.7,6.67,SILENT
133,2,0,1,-1,59.4,0.00,SILENT,IDLE-SILENT
133,3,0,1,-1,33.9,7.50,SILENT
133,4,0,,,69.4,0.00,SILENT,IDLE-SILENT
134,0,0,0,9,49.0,1.67,SILENT
134,1,0,1,-1,49.6,6.67,SILENT
134,2,0,0,9,59.3,0.00,SILENT,IDLE-SILENT
134,3,0,0,9,33.8,7.50,SILENT
134,4,0,1,-1,69.3,0.00,SILENT,IDLE-SILENT
135,0,0,,,48.9,1.67,SILENT
135,1,0,0,9,49.5,6.67,SILENT
135,2,0,1,-1,59.2,0.00,SILENT,IDLE-SILENT
135,3,0,,,33.7,7.50,SILENT
135,4,0,1,-1,69.2,0.00,SILENT,IDLE-SILENT
136,0,0,,,48.8,1.67,SILENT
136,1,0,0,9,49.4,6.67,SILENT
136,2,0,,,59.1,0.00,SILENT,IDLE-SILENT
136,3,0,0,9,33.6,7.50,SILENT
136,4,0,1,-1,69.1,0.00,SILENT,IDLE-SILENT
137,0,0,,,48.7,1.67,SILENT
137,1,0,1,-1,49.3,6.67,SILENT
137,2,0,1,-1,59.0,0.00,SILENT,IDLE-SILENT
137,3,0,0,9,33.5,7.50,SILENT
137,4,0,1,-1,69.0,0.00,SILENT,IDLE-SILENT
138,0,0,0,9,48.6,1.67,SILENT
138,1,0,,,49.2,6.67,SILENT
138,2,0,1,-1,58.9,0.00,SILENT,IDLE-SILENT
138,3,0,,,33.4,7.50,SILENT
138,4,0,,,68.9,0.00,SILENT,IDLE-SILENT
139,0,0,1,-1,48.5,1.67,SILENT
139,1,0,1,-1,49.1,6.67,SILENT
139,2,0,1,-1,58.8,0.00,SILENT,IDLE-SILENT
139,3,0,1,-1,33.3,7.50,SILENT
139,4,0,1,-1,68.8,0.00,SILENT,IDLE-SILENT
140,0,0,,,48.4,1.67,SILENT
140,1,0,1,-1,49.0,6.67,SILENT
140,2,0,1,-1,58.7,0.00,SILENT,IDLE-SILENT
140,3,0,,,33.2,7.50,SILENT
140,4,0,1,-1,68.7,0.00,SILENT,IDLE-SILENT
141,0,0,,,48.3,1.67,SILENT
141,1,0,1,-1,48.9,6.67,SILENT
141,2,0,1,-1,58.6,0.00,SILENT,IDLE-SILENT
141,3,0,,,33.1,7.50,SILENT
141,4,0,1,-1,68.6,0.00,SILENT,IDLE-SILENT
142,0,0,1,-1,48.2,1.67,SILENT
142,1,0,0,9,48.8,6.67,SILENT
142,2,0,1,-1,58.5,0.00,SILENT,IDLE-SILENT
142,3,0,1,-1,33.0,7.50,SILENT
142,4,0,0,9,68.5,0.00,SILENT,IDLE-SILENT
143,0,0,1,-1,48.1,1.67,SILENT
143,1,0,0,9,48.7,6.67,SILENT
143,2,0,1,-1,58.4,0.00,SILENT,IDLE-SILENT
143,3,0,,,32.9,7.50,SILENT
143,4,0,,,68.4,0.00,SILENT,IDLE-SILENT
144,0,0,1,-1,48.0,1.67,SILENT
144,1,0,,,48.6,6.67,SILENT
144,2,0,,,58.3,0.00,SILENT,IDLE-SILENT
144,3,0,,,32.8,7.50,SILENT
144,4,0,1,-1,68.3,0.00,SILENT,IDLE-SILENT
145,0,0,0,9,47.9,1.67,SILENT
145,1,0,0,9,48.5,6.67,SILENT
145,2,0,1,-1,58.2,0.00,SILENT,IDLE-SILENT
145,3,0,0,9,32.7,7.50,SILENT
145,4,0,1,-1,68.2,0.00,SILENT,IDLE-SILENT
146,0,1,,,47.8,5.83,OK
146,1,0,,,48.4,6.67,SILENT
146,2,0,,,58.1,0.00,SILENT,IDLE-SILENT
146,3,0,,,32.6,7.50,SILENT
146,4,0,1,-1,68.1,0.00,SILENT,IDLE-SILENT
147,0,0,1,-1,47.7,5.83,OK
147,1,0,0,-1,48.3,6.67,SILENT
147,2,0,,,58.0,0.00,SILENT,IDLE-SILENT
147,3,0,1,-1,32.5,7.50,SILENT
147,4,0,,,68.0,0.00,SILENT,IDLE-SILENT
148,0,0,,,47.6,5.83,OK
148,1,0,0,-1,48.2,6.67,SILENT
148,2,0,0,-1,57.9,0.00,SILENT,IDLE-SILENT
148,3,0,0,-1,32.4,7.50,SILENT
148,4,0,,,67.9,0.00,SILENT,IDLE-SILENT
149,0,0,1,-1,47.5,5.83,OK
149,1,0,1,-1,48.1,6.67,SILENT
149,2,0,1,-1,57.8,0.00,SILENT,IDLE-SILENT
149,3,0,0,-1,32.3,7.50,SILENT
149,4,0,0,-1,67.8,0.00,SILENT,IDLE-SILENT
150,0,0,,,47.4,5.83,OK
150,1,0,,,48.0,6.67,SILENT
150,2,0,0,-1,57.7,0.00,SILENT,IDLE-SILENT
150,3,0,,,32.2,7.50,SILENT
150,4,0,0,-1,67.7,0.00,SILENT,IDLE-SILENT
151,0,0,,,47.3,5.83,OK
151,1,0,1,-1,47.9,6.67,SILENT
151,2,0,0,-1,57.6,0.00,SILENT,IDLE-SILENT
151,3,0,1,-1,32.1,7.50,SILENT
151,4,0,0,-1,67.6,0.00,SILENT,IDLE-SILENT
152,0,0,1,-1,47.2,5.83,OK
152,1,0,1,-1,47.8,6.67,SILENT
152,2,0,1,-1,57.5,0.00,SILENT,IDLE-SILENT
152,3,0,,,32.0,7.50,SILENT
152,4,0,,,67.5,0.00,SILENT,IDLE-SILENT
153,0,0,0,-1,47.1,5.83,OK
153,1,0,1,-1,47.7,6.67,SILENT
153,2,0,0,-1,57.4,0.00,SILENT,IDLE-SILENT
153,3,0,0,-1,31.9,7.50,SILENT
153,4,0,,,67.4,0.00,SILENT,IDLE-SILENT
154,0,0,,,47.0,5.83,OK
154,1,0,1,-1,47.6,6.67,SILENT
154,2,0,1,-1,57.3,0.00,SILENT,IDLE-SILENT
154,3,0,1,-1,31.8,7.50,SILENT
154,4,0,,,67.3,0.00,SILENT,IDLE-SILENT
155,0,0,1,-1,46.9,5.83,OK
155,1,0,0,-1,47.5,6.67,SILENT
155,2,0,0,-1,57.2,0.00,SILENT,IDLE-SILENT
155,3,0,,,31.7,7.50,SILENT
155,4,0,,,67.2,0.00,SILENT,IDLE-SILENT
156,0,0,0,-1,46.8,5.83,OK
156,1,0,1,-1,47.4,6.67,SILENT
156,2,0,,,57.1,0.00,SILENT,IDLE-SILENT
156,3,0,,,31.6,7.50,SILENT
156,4,0,1,-1,67.1,0.00,SILENT,IDLE-SILENT
157,0,0,,,46.7,5.83,OK
157,1,0,,,47.3,6.67,SILENT
157,2,0,0,-1,57.0,0.00,SILENT,IDLE-SILENT
157,3,0,,,31.5,7.50,SILENT
157,4,0,1,-1,67.0,0.00,SILENT,IDLE-SILENT
158,0,0,,,46.6,5.83,OK
